content,score
Good job,5
ml bangsattttttt kontol monyet babi memek gem Tai di mana letak kesopanan Anak miss Sekarang gem Haram banyak yng toxsik kemanalah gem ni pantas di namain gem Haram. bagong,1
Sangat memuaskan,5
Mantap,5
Game yang bagus,5
Laggg,2
Ini game mantap,5
Lo perna mikir gk moton gue lo kasih kalah menang kalah menang sampai kapan game tolol,1
Ni game bikin sress,1
Game nya ga bagus karena sering lag dan musuh ga seimbang,1
Kalo aku sedang solo klo bisa jgn d kasih teman yg kaya bot apa lgi aku sering kena drack sistem..mohon lah d perbaiki,4
Bagus gem nyaaAaaaaaaaaaaaaaaaaa,2
GAME KEREN 🤩🤩🤩,5
Uenakk polll!!!,5
Bagus mantab,5
Game bb ngk ngotak ngasih tim ajing,5
Permainan sgat bgus,4
"""Kami bertekad untuk menciptakan lingkungan permainan yang adil untuk setiap pemain""apakah game ini memberikan tim yang adil? Setiap gw pasti ketemu tim yang gak bisa main, buta map pula.",1
Game nya baguss info Mabar gue glory,5
"Kebanyakan bug, muter loading pas selesai bermain bikin males main ML Keren",5
Nice,5
Wiih mantap. Lebih di tingkatkan lagi gratis skiinnya kawan,5
Ramah ni game,5
Bagus,5
Kena dark system sinyal. Giliran war langsung sinyal merah. Buat apA saya beli pulsa internet yg mahal ujung ujungnya kena pengurangan kredit score sama moontoon.,1
Bagus,5
Ml ku ko rusak,1
Ngasi tim gajelass bangett!!,3
Bangus,5
Mantap,5
"Mantap,skali skali skin legenda gratis lah",5
gooood,5
Game nya bagus seru,5
Game yg menemaniku dr kecil sampai sya punya anak . Kerennn,5
"Sesuaikan Kemampunan player kontoll banyakan yang maen bocil2 buta map pula,developer DANCOKKKK",1
Lumayan,5
Mantap,5
"KESELURUHAN BAIK, TINGGAL DI MATCHMAKING TERUS PERBAIKI LAGI",5
Lawak,1
game merakyat,5
Keren aj,5
"Game yang bagus ayoo main bersama saya,saya jago pakai Hero miya,nama akun saya ellyadnan cari dan ayo main bersama,game bisa Mabar juga seruu banget deh pokoknya,kalian harus dowload game ini.",5
Luarbiasa,5
𝘗𝘦𝘳𝘮𝘢𝘪𝘯𝘢𝘯 𝘪𝘯𝘪 𝘴𝘦𝘳𝘶,5
Tolong untuk magices perbaikin masalah lag karna sangat terganggu,4
banyakin event skin gratis moonton,5
Saya mau ngirim gift gbisa krna akun saya ada di dua hp. Hadehh,2
Ah losetreak,1
Huh edan,5
Monton apa gatau gitu Hp kecil seperti saya ini aku kalo updet Lngsung ah gitulah,1
Mantap,5
Mau lejen saja sulitnya minta ampun ketemunya musuh yang gak se imbang makin kurang adil,2
Woi mmk kasih tim yg jago Napa KLO solo,5
👍👍👍👍👍,5
hrus hrusnya,5
"Dimohon untuk keseimbangan nya dari draft pick udh kerasa bakal ga seimbang masa legen 1 ketemu legen3, udah gitu ketemu matchnya 300-500",1
"Kadang dapat tim yang jelek, dark system kalau main solo",3
Komtol muntun gapernah ngasih tim bagus gaguna ni game apus aja dari playstore,1
Game terbaik bisa merasakan pertarungan bagaimana caranya bertahan dan menyerang.. good job,5
suka banget ama gamenya,5
legen,5
Gemnya sangat bagus,5
sangat bagus,5
"Min tolong jangan bikin dark sestem gw susah"" push gak kasihhan sama gw capek",4
Ml Dob,5
Terbaik,5
Good,1
Kok susah banget masuk lobi tolong perbaiki jaringanya,1
Good Good,5
Game nya bagus tapi ini masalah jaringan padahal jaringan saya bagus loh oh iya masalah ke2 saya tuh suka losterk garagar tim yg GK kompak tolong lah hilangin dark sistem monton,3
Nemu tim payah terus angl,1
Moonton taik. Sudah berusaha semaksimal.. selalu aja lostreak Taik ga adil kau moonton,1
Ok,5
Oke,5
Good game,5
Game rusak,1
Bagus nyaman,5
Sudah sempurna menurutku😁,5
Mantap,5
Yg bener aja lah co jaringan gw ilang putus putus lu kata gw afk woy yg bener aj lah dapet tim gj mulu menang kalah menang kalah kalo ga party ga bisa nemu tim yg bagus hero ada yg terlalu op ke s ini apaan coba tu nolan damage ke hantu dah itu aja,1
baguss bangett,5
Bagus dan enak dimainkan,5
Gak jelas,1
Mantaappp,5
Game bagus grafik juga bagus jadi aku kasi bintang 5,5
Jossgandoss,5
parah game nya makin kaya game kacangan ... lag mulu apa engga pada becus buat ngebetulinyya,5
Ora apik,1
Kalok game nya gak leg,5
Semoga kedepan moonton bisa memperhatikan player yg bermasalah jaringan atau disconect secara tidak sengaja saat in game tidak di kurangi kredit score nya terlalu banyak,5
Ngasih tim si yang ngeroll ml ml udah gak kayak dulu,1
B aja sih tapi sistem naek turun nya ya,4
"Dari awal sampe sekarang maen,,tpi makin sini makin ga kuat hp 😂😂😂😂",3
Oeuw,5
Ok I,5
Bug,3
Update trus.. jualan skin berkedok event.,3
Sangat buruk,1
Gamenya seru tapi kadang kadang sinyalnya suka ngelek,2
Lumayan,4
"Game nya keren hw rank warior terus gw main terus ternyata epik terus gw nyoba main terus tapi rank gw ga naik lagi kata temen gw rank gw namanya epik abadi,,, tamatttt.",5
Game nya bagus dan seru,5
Ok bgt,5
Dah lama ngk main,4
Ok,5
Oke,5
Mantap,5
"game kebanyakan dark sytem, ngasih musuhnya jago tapi tim nya bego semua game apaan begini, menang sama kalah banyakan kalah nya",1
Bagussekali,5
"Game buruk,yg atur mach asal""n player mach ribuan di kasi tim baru belajar, di jadikan pelengkap tim bocil mabar,",1
Ok,5
Tim nya suka tulul,5
"Nukar fragment sekarang harus beli starlight, ngga menguntungkan banget bagi player yang ingin beli skin starlight lewat fragment. skin-skin sekarang mahal-mahal tapi efeknya kaca semua, lu niat buat skin apa ga punya ide?",1
Mantap,5
Top,1
Games apan sih jadi gini dikit dikit afk dikit dikit afk gak bisa main lagi. Ini games atau ujin soal ulangan.. Udah hapus aja gamesnya jadi bosen. Dikit diki mute dikit dikit mute kan gw juga ada keselnya ke tim games jelek.. Bangkeee dikit dikit mute mute mute mau ngomong gimana mainya l0l,1
Sumpah setelah update makin parah lag nya. Perbaiki donk server nya.. Jangan hero nya yg di tambah terus,5
Mantap,4
Mantap,5
hebat,2
Mataaaap,5
Males karena tim lawan jago tim gua bottttttt,1
Ping selau naik turun skil agak delay tolong di perbaiki,1
Saya sangat menikmati gamenya!,5
Haha,5
Mantap,5
Moonton lotnok ajg kemem haram,1
Ml adakah hero cici,5
"Gini maaf maaf buang....etttt perbaiki dulu lah mooton di jaringan nyaaaaaaaaa gua udah pakai data + wifi + hp kebangetan support ngurleg amat gara gara tu sinyal padahal game lain.. maap PUPBG , AOV , LOL , Pokemon Dll luancar jaya kenapa lu kaga ? Tolong segera di perbaiki lah mooton minn...( Sementara muuaaap gua kasih bintang 4 dulu )",4
Jos,3
Aplikasinya memuaskan,4
Nice,4
Best Game Ever,5
Game rusakk!!!!,1
"Aku kurang nyaman, soalnya kadang-kadang lose streak mulu apalagi tim ku ngtrol teruss sedangkan tim musuh jago², akuu juga sangat nyesel karna mode offline ga ada lagii, aku pengen mode offline, pengenn bangett, jadi tolong yah montonn *jangan apus mode offline* 😓",3
jelek,1
Game mantap,5
"Hmm kenapa kalo saya main sinyal di game nya selalu naik turun padahal saya sudah pastikan sinyal saya bagus kenapa pas di game buruk banget dan katika saya main kenapa di beri tim nya yg nob? Dan kenapa musuh saya selalu jago? Saya main di jam 10 sampe jam 3 sore renk saya bukan nya naik ini malah turun karna selalu bertemu tim nob+ga tau rotasi+tosx, dan saya paling kesell ketemu sama tim saber roam padahal saber itu tipikal jungler mungkin dari saya itu aja",3
Benerin bug,5
Bagus tingkatkan kekuatannya,5
"Lebih maju untuk kedepannya, colab sama Naruto yaa monton",5
Good,5
Seru Bangettt!!!,5
Mantap,5
"Ini adalah game terbaik,saya seru bermain dengan teman saya .jadi saya ingin bermain mobile legend",4
GOOD,5
Saya rasa update yang sekarang sangat menggangu kenyamanan player babi,1
Game ini bukan buat hiburan malah buat tambah stress.. Pantas bnyk player lama yg sudah pensi,4
makin update malah makin aneh honor di kasih setim romawi lose terus draf aneh ngasih tim kok gk seimbang,1
gila,1
mantap bagus,5
Sering lag pas lagi war,3
Mantap,5
Ml lama lama di kasih bintang satu malah makin apdt makin berat tau kasih jaringan merah kasih tim ngetrol toxic nggak bisa main lol makin buruk tau mending epep kouta tinggal dikit ga ngelek asalkan ml kouta dikit ngelek bener jaringan merah nonton nonton sebaik nya kalian kalo ketemu bendera malay fliphenes nyemar indo jangan pencet siap itu orang yang jago bener jago ngetrol kaya bapak lu ton jing,1
Emmmm notbad,5
Game ramah lingkungan,3
Ok,5
Ok,5
Game the best,5
Ah Geme Bikin orang emosi Dan Berat Harusnya Jangan skin Mulu yg diurus Dark Sistem mu itu,1
Good,5
Bagus Tapi sering leg saat war,4
Tambah parah,5
Mantap,5
Game legend..,5
Good,5
"Semenjak update jaringan makin gk jelas, wifi, data seluler semuanya laq sebelum nya gk pernah kejadian kyk gtu, tolong di perbaiki, klo gini trs kan, yg tdi nya semangat main jdi mls",1
"Game ap ini, padahal sinyal bagus malah pas mau login sinyal nya jlk, nyesel dah donwload, uninstall aj lah",1
sangat seru,5
3 dulu ya .....lumayan bagus game nya,3
Gemnya seru banget,5
Sengaja gak 5bintang soalnya 1 bintang nya lagi dapet tim kek hewan,4
bagus,5
Gimana ini kok id lama ketmu player2 baru gua paling males matchmaking yang selalu tidak imbang membuat saya selalu kalah dalam bermain rank makin parah moonton,1
😎😎😎😎😎😎😎mantap jaya,5
Moonton loll,2
Mantap,5
Game apa ini kasih tim yg gk bnr trs tll,1
Sangat baguss,5
Seru tapi 😁,4
👍👍👍👍,5
"Game gajelas anzing udah dapat tim kek konrtol beban lagi apalagi musuhnya kek penjoki semua , sedang kan tim nya dapat player gak jelas",1
hadeh,1
"Wahai moonton obat los strek tidak tersedia di apotek, berilah saya wins strek nick : BLC.NUR",1
👍,5
"Lu ngasih temen yg jelas ton, Hero lu makin hari makin aneh, enak an dulu..semua Hero lu revamp gak jelas",1
Kasih Silver aja terus tod,1
Seru bgt,5
Sangat cocok,5
Lumayan bagus dri sebelum nya,3
Game nya bagus banget,5
"Setiap gw ngepush mmr zilong musuhnya lebih unggul daripada tim gw, dan selalu ngegendong. Kenapa moonton kenapa??",1
Loading nya lama banget padaha pake wifi sinyal nya bagus😡 terus pas udah di comfir maaih ga bisa tolong perbaiki ya!!!!!,3
Good job good luck,5
Memang debes ML salut 👍👍👍👍👍💯,5
Gas,5
Menurutmu agak ngelek dikit gak ngaruh,3
Modr offline ko di hapus padahal saya kalau g ad kuota kalau gabut suja main ML offline apa sih ga suka banget,1
Monton asuu Celekkk pejuhhhhhhhh ngasih tim kek yatim,1
Terimakasih atas beberapa tahun yang menyenangkan,5
Game perusak ahlak dan mental calon penerus bangsa,1
Oke,5
"GIMANA GA NGOMONG KASAR HARI"" LU KASIH OE DARK SISTEM A, MAEN BUKANNYA NAIK RANK MALAH TURUN A",1
Tolong pihak moonton match yang adil saya kalah terus dapat teman tim noob semua sedangkan lawan jago semua,1
Ok,5
ngelag terus . .,5
"Asli makin rusak ini game. Mau ranked/classic dikasih tim yg doyan lose streak terus, lose streak 2-4 kali baru menang (siklusnya gitu terus). Event doang yg dibagusin, matchmaking lawak 💩🤡",1
Game yang seru dan menarik,5
"Sangat bagus, hanya saja jaringan kadang lelet dan lawan terlalu berat",5
Sumpah moba rusak ini ml aneh bet jaringannya makanya ratingnya buruk di server indo,1
"Bisa ga sih kalo ngasih musuh tuh yang seimbang , capeee ls muluuuu kapann ws nya sih , klo gini terus terusan ngasih musuh yang nga seimbang kapan mau naik pangkat nya",1
"kenapa sih kok ketemu tim gk jelas mulu, sering diem,main gk jelaskan, kasih tim gk adil",5
Tim di kasih yang lol gimanasih,1
BANG COBA MOBILE LEGENDS DI UPDATE KITA MAU INGIN MOBILE LEGENDS BANG BANG JADI UPGRADE,3
Bagus,5
Ok,5
Walawee game nya berat sangat Lo hp eo Sampe mau meledak,1
Monton kalo kalo mau buat sitem perbaikin aja dulu tuh sitem loh kalo gue gasegaja keluar game masuk ya lagi dilama lamain Tolo terus gue di Agam afk kan Lo peyebaya dilama lamain,5
Wih lebih enak mainin ml dari pada main ff atau yg lainnya,4
Saya suka game ini akan tetapi ada kekurangan dalam gm ini pemilihan tim yang tidak seimbang yang mempengaruhi kekalahan dalam gm,4
Mntap,5
Sangat bagus gamenya Dan juga grafiknya sangat bagus,5
Sangat bagus,5
"Kontollllllllll, game taik",1
Makasih monton karena udah diciptakan gem ini aku udah mytik makasih banyak aku suka gem ini😗😗😀😁😁,5
Kena feed trus gara2 katanya jaringan update BKN malah lebih bagus tapi makin ancur asem,1
Sangat bagus sekali,5
"Jelek bngt skin kualitas 15rb di kasi harga 1,5jt sinyal di benerin",1
"Semenjak saya memakai hp samsung j2prime Saya bisa menang berturut"" di banding yg dulu memakai hp oppo Game ini sangat menarik Jika kalian ingin menang kalian harus kompak dan membutuh kan strategi kerjasama yg baik dan bagus. Btw kapan rilis H.C skin kucing",5
Game seru,5
👍,5
Game semakin burik gk guna pea,1
Wow,5
Nice,5
ok....,5
"Semakin kesini semakin merasakan maen tdk nyaman gara2 jaringan, di lobby ping bagus sinyal aman, tiba2 pas start game langsung naik tiba2 trus turun lg, naik lagi ampe merah, gitu terusss, ya jelas kalah lah maen ngelag ngelag gtu, masa harus pake wifi baru enak mainnya",1
Sangat bagussss,5
Ok,5
Game burik jelek,1
Player paling buruk terbanyak yg sya tahu,1
Ok ok ok ok,4
Tolong perbaiki sistem random publik,1
Maaf sebelumnya gw sering bilang game ini game babai,5
"ADA BUG PAS BELI SKIN LEGEND , kenapa skin legend nya gak bisa di ambil padahall ada token buat nukarin skin nya 1",5
B aja,5
Keren,5
Sinyal suka gk stabil kalau main game,4
Tetap semakin menghibur,5
"game yg sangat menghibur dan mengganti waktu kosong kita, bisa bermain santai dan tidak membosankan juga, cocok sekali",5
Moonton tolong lah kalo keluar game sebentar doang sekitar lima menit tolong jangan di rilog dong nanti aku kasih bintang lima kalo udah di perbaiki,3
Gamenya makin bagus,5
aku selalu terkeluar padahal jaringan lancar HP jga mendukung tolong moonton di perbaikin,1
Masih oke lah dari pada game lain,3
manteppp,5
TERIMA KASIH MOBILE LEGENDS:BANG BANG TELAH MENEMANI SAYA DARI DULU DAN GAME YG TERBAIK DI SELURUH DUNIA SEMOGA UPDATE NYA LEBIH BAGUS TERIMA KASIH MLBB,5
Download yu gaes mabar gem ini seru lo,5
Good🙏,5
Perfect,5
Game ampas,1
Ok,5
Terlalu besar penyimpanan,5
Keren dah itu aja makasiiih!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Ada apa kepo amat. Dan selain itu monton update nya bagusin lagi ya monton sayaaaaaaaaaaaaaaaaaaang,5
"Jangan kebanyakan update yg akhirnya menjadi berat, dan nantinya pada pindah game sebelah...",1
"Diamond gratis dong, moonton",4
aplikasi bentrok dengan aplikasi lain,1
Permainan ini sangat menyenangkan,5
gem nya bagus,5
plis lah moonton kasih tim yang bener dikit oy gw capek sumpah plis lah,2
Good,4
Game nya seru banget,5
Game kambinh,3
Mantap,5
woy anjeng benerin koneksinya dulu drpada update konten,5
Alhamdulillah up date makin lancar untuk di mainkan,5
Tutor Nerima fakta,5
Game ini sangat kerenn dan Setu dan menyenang kan ya guys,5
Good,5
"Mana ada lawann,.......................!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",5
Bagus 👍,5
Bagus,5
"Game yang bagus kalau dapat tim yang jago... Jadi moonton tolong sisihkan mana player yang kurang bisa main, yang lumayan bisa main, dan yang bener bener bisa main ....",5
"udh lama main game ini, tpi skrng knpa jdi gini ya? klo mau main sukanya ga nyambung” , katanya koneksi internet nya jlk, krna itu kredit skor sy jd suka berkurang ayolah ini gmn si?",3
Gamee seru no toxicccccc,5
Keren,5
GAME BAGUS,5
GAME LAWAK,1
Klo bisa diperbaiki lagi masalah sambungannya soalnya saya maen sinya 4g tapi lag.,5
"Tolong jaringan nya d perbaiki dan pada saat war hp tiba"" lag otomatis bikin jengkel main gitu",3
Game sampah,1
Gas si,5
"Saya saat bermain rank sering bertemu lawan yang tidak seimbang, temannya aja kaya boot mainnya sedangkan lawannya kaya pro player. Tolong diperbaiki dong nak aku kasih bintang 5",2
Jaringan sudh 4G tapi server gamenya jelek tidak stabil apa lagi pas war leg parah. Padahal mutar youtube lancar terus,5
Pelit event,1
Permainan ini seru tapi anjingnya itu kalosinya nya bagus selalu ngeleg baget ajing kalo lagi baya musuh selalu ngeleg🤪😵😡😠,5
Ok,4
Semakin update mobile legend semakin burik performa gamenya dan semakin banyak player jokian,1
Monton dark sistem lu anj,1
Ok bang bang,5
Moonton tolong diperbaiki masalah dalam sesudah game kan mau keluar tuh nya keluarnya lama udah dipencet minimal 5x baru bisa keluar tolong moonton perbaiki masalahnya,1
Nonton dark sistem,2
",....................... ........................",1
Game goblok,1
Seru,5
Masalah jaringan tolong kali la monton,1
Makin besar file nya jadi saya un instal,1
Waw games ini bagus,5
Hahahahahahahahhaha,1
Sangat di sayangkan game yang seharusnya adil 5vs5 malah jadi 1vs9 udah winstrek terus di kasih lose trek aneh setim sama bot emang gak ada player lain,1
Gamenya bagus,4
Dyroooooooth,5
Siap,5
Gue suka tapi ada satu kesalahan fi ml yaitu kalo ngomong kasar pas main kok malah kredit ku berkurang jadi semakin gak seru tapi gue kasih bintang lima karena apa karena gue makin update tambah bagus,5
Monton qnjg,2
Pulangkan daimond ku montood,5
Keren,5
Mantap,5
Assalamualaikum tolong dark sistemnya dihapus lah moonton,1
Sangat bagus dan asik main nya,5
Bgus,4
Semoga dapet sikin,5
senang,1
"suka banget game ini tp sayang suka ditemukan dengan tim berat sebelah, match gw ribuan knp suka dapet 1 tim macth puluhan atau ratusan",4
"Tim selalu tidak seimbang lawan terlalu kuat, ga jelas 🥱😮‍💨",1
Sngat bagus,5
"Semakin parah ne game.masalah jaringan yg slalu terjadi tidak stabil ping nya.diawal baik,tpi begitu mulai pertandingan ping merah. Hero tidak dapat bergerak sama sekali.dan penempatan matchmaking juga aduh..untuk yg pemula cuma dapat mengisi di rank abadi deh kalo g pake jasa joki.. game ini memang buat pencarian cuan para joki.",1
Mantapp,5
Manin seruan,5
Sangat baik,1
Ok,5
game ganteng,5
Kurangi dark sistem nya.. Dapat tim yg beb@n itu tdk enak,4
"Saya tidak melakukan aktivitas ilegal,kok akun saya mau di ban?",5
Dota,4
sangat ok,5
Game nya suka ngelag,3
Tapi saya tidak bisa main ml karena akun aku bermasalah,5
Gamenya bagus bgt,5
bagus,5
Terlalu banyakk dengan dark sistem udh malasss mainn,1
P balap,5
Gg aja,5
kelasss,5
josht,5
sangat suka,5
Baguss,5
Bagus dan menyenangkan apalagi aku udah michtik,5
NONTON GJ MAU NAIK MYTIC MALAH DIKASIH TIM LOL MONTON BURIK APUS AJ NIH GAME,1
isway,5
Game cina autis chat kebanyakan sensor otak gunain dikit chatt aja harus trik dulu,1
Mantap,5
Ok,5
Puas,5
making kuat jrngan coy,5
mntap,5
"Lagi enak enak maen, tiba tiba lose konek kenapa min perbaiki bugg nya",3
Moonton Tolong kalo ada update tolong tiadakan afinitas pusing saya saya baru main dan download Tiba di lock musuh bucin tim bucin lol dapat :( . Kalo sudah saya kasih bintang lima dan merekomendasikan game ini kepada temanburuk semua. Kalo memo ngak padet pngaj akan ml,1
Tapi saya tdk bisa pakai hero layla yang baru,5
Untuk grafiknya udah bagus dan realistis dan makin hd buat tampilan hero atau skinnya udah pada diupdate 👍👍👍👍😎😎😎,5
"Assalamualaikum, sebelumnya saya sangat berterima kasih kepada pembikin game inii, berkat game ini saya menjadi rajin sholat dan beribadah karna ingin mendapatkan tim yg lebih bagus ketika bermain, ini game mengajarkan kita betapa perlunya itu ibadah dan istighfar tetapi yang namanya manusia jadi tidak heran jika masih ada manusia yg melupakan ibadahnya bahkan berkata kata kasar bukanya malah istighfar, saya mohon untuk ban orang orang yg sering toxic karna seakan tidak bersyukur di beri mulut.",5
Tidak bisa update di aplikasi padahal buat main rank bisa .,3
Ok,4
Game nya semakin bagus,5
Kok sekarang udah ga ada mode offline Padahal sy mode off belajar Hero yg blom sy bisa + penambal gabut,3
Game sangat bgs,5
Klo ngasih musuh yg bnr lah,2
Game burik,1
Kerja bagus bagus banget gamenya,5
"Sekarang ku kasih bintang 5,karena bug sudah sedikit bagus, dan grafiknya lebih mantap",5
Game hebatt,5
Game terbaik sepanjang masa,5
Game nya gak seru sering nya di kasi tim troll semua malas lah aku main lagi kalok gini² aja,1
Jagan pembaruan trus baru juga mau adptasi,5
Aku raja carry,5
Enak e polll,5
mantap,5
yuhuuuuuuuuu,5
saya dikasih musuh jgo bet dijadiin epic abadi lagi mau legen eh turun muntun tolong saya biar bisa legen ya ok MONTOON,4
ok,5
Mntap,5
Ok,5
Sangat senang main ml seson inih „good job„,5
bagus,5
Mantap,5
mantap,5
Saya udah main 6 tahun kasih skin gratis la,3
Udah ga sehat ini game nyiksa player solo wkwk,1
Bagus,4
Game nya asik tapi suka ketemu tim bot,4
"Dikurangin ratingnya,, karna top up error tpi dana tetap di ambil,, DM gk masuk Sangat mengecewakan.",1
"weee montong lu kalo buat game ngotak dikit lah itu jaringan nya gue Ampe nangis tau nga lu,bagussin game dulu doyok",1
"game ASU,BIKIN TIM GA IMBANG SETIM DIKASI YG BOT,MUSUHNYA JAGO ANEH BANGET COK",1
"Sering kalah terus musuh nya legen semua eh temen ku epik semua kalo main kalah terus temen nya pada gk bener semua, sering ngelek,² pas tanding musuh sama tim ngak seimbang sangat² beda jauh dengan tim ku yang gak bisa main itu, padahal masalah dear sistem nya udah di perbaikin berkali² tapi masih aja ngak bener😭 tolong laahkita mau main game ini buat ngilangin setres eh, malah jadi makin setres main ini ya Allah",1
Sangat baik,5
Nice game,5
Game sangat tololll,1
Harga diamon terlalu mahal,4
Good,5
Saya menyukai per mainannya,5
Mati suri,1
Lumayan dari yang biasa sih nice moonton,5
Geme nya tuh makin berat anjir mana aku hp kentang mau push rank aja musuh nya bot semuaa walau bot semua..tapi hp nya lag trs lemottt bangett aku ga bisa kadang2 ngeframe ga jelass sumpahh...tolong ya delover di perbaik gemenya biar ga ngeframe saat main atau lemot bisa bantu ya...kasian pengguna hp ram 1 gb kayak aku tolong plissss😁🙏,4
👍👍👍👍,4
GG geming,5
dah lah,5
Good game,5
Sangat baik,5
Bagus banget,5
Lumayan menghibur,4
"gamenya seru, enak buat bermain bersama teman",5
Game nya sungguh menyenangkan,4
"Bagus, tapi bikin muncul kata-kata mutiara 😁🙏",3
Monton anak anj ksih lh kwan yng seimbang babi kau,1
"Terima kasih, ML cuma game ini yg bikin permainan orang gak jadi bahagia karena system konyolnya",5
"Batle poin, dikit banget dapatnya, beli 1 Hero aja lama banget ngumpulin batle poinnya",2
penghilang kebosanan,5
Terima kasoh montoon saya kena dark system wae emang salah saya apa montoon jelasin,5
"Hadeh player solo kek gini di kasih tim cacat terus, mending pindah game daripada cuma bikin stres doang ,",1
Tolong lah montoon makin kesini makin aneh mobile legend nya masa ketemu dark sistem mulu aneh bangetttt setelah updat an dancok dancok,1
sangat bagus saya suka🤩,5
Buruk buruk dan semakin buruk sekali..!!! Makin GK jelas semua yg kita eluhkan sama yg utama jaringan pasti sewaktu waktu ngeleg itupun parah banget!!!!,1
Kurangi ngasih tim yang ngetroll atau tim bocil baperan,2
🥱❤️,5
Game apa ini begini bukannya tambah menghibur malah bikin tambah emosi biar login ke game tdk bisa jga kebanyakan bikin hero tapi kondisi game dibiarkan parah parah 👎👎👎👎 percuma di kasih bintang 5 kalo gini 👎👎👎👎,4
"please darken the system, really watch/ Tolong benerin dulu dark sistem nya monton",3
Bagus,5
Anj,1
Mantul,5
Bagus tapi mau ganti akun bikin pusing mudahan bisa diperbaiki,1
karna game nya saru banget,5
Menghibur,5
Good game,5
Game sangat bagus.. Lancar.. Jaya g macet2,5
Kitkat kok fc terus knapa ya dan tolong buat hp ram 1gb bisa nghgak?,5
Good,5
"Game terbaik pokoknya, jangan lupa sholat lima waktu",5
Best,5
Bagus sekali game aku sampe ketagihan,5
Game jelek main kalah terus gak usah download,1
Oook,5
Jangn main kan game ml ini sesat bkin lu stress,1
"Setelah update malah stuck di saat muncul informasi event... Gabisa klik apa"" dan malah keluar lagi.. tolong perbaiki",5
Ampas,1
"Lebih banyak kalah jadi malas main, lama lama bisa uninstal ini game.",1
Bagus tapi rada-rada ngelag sih😑,4
kalau main solo global nya bot bot nonton pea suuuu uuuuuuuuuu,1
Apik,5
Sangat bagus bngt,5
gatau diri apdet Mulu udh skin Lo mahal keluar terus di kasih tim epik jing,1
Game moba terbbaik,5
Match making nya bener in lh.. kasian solo player.matchmaking busuk ketemu player busuk juga game Dev juga busuk,1
Kurang kasih skin gratisan,4
Paling bagus pokok nya tapi aku mau akun lama ku kembalii,5
Game terbaik menurut saya,5
Lumayan gamenya kadang musuhnya susah,4
Player cupu ama toxic,4
Jelek update mulu,1
tolong saran atau masukan dri member tu di tanggapin trus di laksanain,4
Bagus.lah,5
Drpd main Slot. Mending main ini😂🤣,5
Bagus sekali permainan nya,2
Player ml pada toxic males,1
Tolong semenjak update makin lag relog malah tambah lama padahal jaringan bagus,5
"We asu guwe kok GK bisa ketik kata ,, di lobinya asu",1
Meledak,5
Mantap,5
Gqme moba terbaik 👍🏻,5
Bgus monton gara ² mobile legends aku gak bisa tidur,5
Gua bagus jaringan di bilang gak bagus jaringan,1
Keren,5
Meta makin seru👍,5
Monton tlol kebanyakan dark sistem asu lostrek terus gw jng,1
"TOLONG DI BACA JNGN PAKAI BOT. Males gua klo kaya gini mulu main mobile legend, kebanyak akunnya di joki, jadi pas udh selesai di joki, yg maennya tolol, rotasi kaga bisa, diem ge udh kaya maen brawel, jngn lupa yg bikin mental down itu kata' tim sendiri. TOLONG DI BACA JNGN CUMA BACA MAKE BOT.",1
Halal,3
Game nya ngebosenin buat mode baru lah,1
Keren,5
Atur aja,5
Menarik,5
Lumayan,5
"Bagus tpi skin nya mahal""",5
Apasih bang gua main lag terus ga lucu ku hapus aja game ini kesel main seru game nya udah suka malah lag game apaan udah lama aku bilang kok lag game nya tapi gak di jawab,1
Dark system,2
Sangat baguss,5
Permaenana rame pisan nepiken poho ulin,5
🙌,5
Sangat bagus,5
"Udah jaringan bagus di ml malah jelek dan gk ada protection sinyal lagi,hadeeeeh,musuhnya dikasih yang gg tim dikasih yang bot monton""",1
Lumayan menghibur,4
Game moba yg sangat bagus,5
"Game nya bagus, sedikit kendala seperti lag dan bug tiba²",5
Tolong lawan nya seimbang Aku capek kalah terus 🥺,5
Aku suka,5
Mantap banget,5
Game ini bagus sekali kalian harus coba,5
Seru,5
Moonton knpa dengan akun saya selalu mendapatkan team yang kaya dark sistem tolong moonton perbaiki lagi macth macking nya,1
Game yang seru,5
Kalau beri tim itu NGOTAK DEVELOPER BODOOOH... ! MAEN 7X LOSE TERUS DASAR MONTOON. Beri tim itu yang bener jangan yang pemula di beri ke tim lama ngotak kek perbaiki sistem loe montoon bukan adil ini namanya toon toon.,1
Ml patek gk jelas game taeh patek,1
Ok,3
Bagus,5
